2, 5, 9, 6, 12, 7, 11
2, 5, 10, 2, 9, 1, 6
2, 5, 10, 5, 9, 1, 9
2, 5, 12, 1, 9, 8, 11
2, 6, 1, 6, 9, 5, 10
2, 6, 1, 9, 6, 10, 5
2, 6, 9, 1, 7, 3, 10
2, 6, 12, 1, 12, 2, 5
2, 9, 1, 6, 1, 5, 10
2, 9, 1, 7, 10, 8, 10
2, 9, 1, 9, 8, 10, 8
2, 9, 4, 6, 12, 3, 5
2, 9, 6, 1, 6, 2, 10
2, 9, 6, 4, 10, 5, 11
2, 9, 6, 12, 3, 10, 5
2, 9, 6, 12, 4, 10, 5
2, 10, 1, 6, 1, 5, 10
2, 10, 1, 7, 9, 7, 10
2, 10, 1, 9, 6, 1, 5
2, 10, 1, 9, 6, 2, 5
2, 10, 6, 1, 7, 11, 5
2, 10, 6, 1, 7, 12, 5
2, 10, 6, 9, 6, 1, 10
2, 10, 7, 1, 9, 5, 11
5, 1, 6, 1, 9, 5, 10
5, 1, 6, 9, 5, 10, 2
5, 1, 6, 9, 6, 10, 2
5, 1, 9, 4, 7, 2, 10
5, 1, 9, 6, 10, 5, 2
5, 1, 9, 7, 4, 8, 2
5, 2, 5, 1, 9, 6, 10
5, 2, 5, 1, 9, 6, 9
5, 2, 6, 1, 9, 5, 10
5, 2, 6, 1, 9, 6, 10
5, 2, 6, 9, 6, 10, 2
5, 2, 6, 12, 1, 12, 2
5, 2, 9, 1, 9, 6, 2
5, 2, 9, 6, 12, 3, 10
5, 2, 9, 6, 12, 4, 10
5, 2, 10, 6, 1, 7, 11
5, 2, 10, 6, 1, 7, 12
5, 2, 12, 6, 1, 10, 3
5, 9, 1, 6, 12, 8, 2
5, 9, 6, 1, 9, 2, 10
5, 9, 6, 9, 1, 10, 2
5, 9, 6, 9, 2, 10, 2
5, 10, 1, 6, 9, 4, 11
5, 10, 1, 9, 1, 5, 2
5, 10, 1, 9, 1, 6, 2
5, 10, 2, 6, 1, 6, 9
5, 10, 2, 6, 1, 6, 10
5, 10, 5, 1, 6, 1, 9
5, 10, 6, 1, 9, 1, 10
5, 10, 6, 1, 9, 2, 10
5, 10, 6, 9, 1, 9, 2
5, 10, 6, 9, 1, 10, 2
5, 10, 8, 9, 1, 6, 11
5, 11, 2, 8, 4, 12, 1
5, 11, 6, 1, 6, 2, 11
5, 12, 6, 1, 6, 2, 11
6, 1, 5, 2, 10, 2, 9
6, 1, 5, 2, 11, 6, 12
6, 1, 5, 10, 2, 9, 1
6, 1, 5, 10, 2, 10, 1
6, 1, 9, 6, 10, 5, 2
6, 1, 10, 2, 10, 5, 9
6, 1, 10, 2, 10, 6, 9
6, 1, 10, 5, 2, 11, 4
6, 2, 5, 3, 8, 4, 9
6, 2, 5, 10, 3, 7, 4
6, 2, 10, 2, 9, 6, 1
6, 2, 10, 5, 3, 7, 9
6, 2, 11, 5, 11, 6, 1
6, 4, 5, 10, 5, 9, 4
6, 9, 1, 7, 2, 5, 3
6, 9, 2, 5, 3, 11, 1
6, 9, 2, 5, 3, 12, 1
6, 9, 2, 10, 2, 5, 9
6, 9, 3, 5, 10, 1, 12
6, 9, 5, 2, 5, 1, 9
6, 9, 5, 3, 11, 8, 12
6, 9, 5, 10, 2, 5, 1
6, 9, 5, 10, 2, 6, 1
6, 9, 7, 1, 5, 10, 3
6, 10, 2, 5, 2, 6, 9
6, 10, 2, 11, 8, 9, 1
6, 10, 5, 3, 10, 4, 9
6, 10, 5, 10, 2, 6, 1
9, 1, 5, 10, 8, 4, 6
9, 1, 8, 2, 5, 3, 6
9, 1, 8, 10, 2, 6, 4
9, 1, 10, 3, 11, 4, 7
9, 1, 10, 5, 10, 6, 1
9, 1, 11, 2, 8, 10, 4
9, 2, 5, 3, 11, 1, 6
9, 2, 5, 10, 5, 9, 1
9, 2, 10, 3, 11, 4, 7
9, 2, 10, 5, 10, 6, 1
9, 4, 5, 3, 5, 10, 6
9, 4, 10, 5, 3, 5, 4
9, 5, 2, 10, 8, 12, 1
9, 5, 10, 2, 5, 1, 6
9, 5, 10, 5, 2, 6, 1
9, 6, 2, 5, 2, 10, 1
9, 6, 2, 5, 3, 7, 4
9, 6, 10, 2, 5, 2, 6
9, 6, 10, 2, 8, 12, 7
9, 6, 10, 5, 2, 5, 1
9, 6, 10, 5, 2, 6, 1
9, 7, 10, 3, 5, 11, 6
9, 7, 10, 3, 5, 12, 6
9, 8, 10, 2, 10, 1, 7
10, 1, 6, 9, 4, 11, 5
10, 1, 7, 9, 7, 10, 2
10, 1, 9, 1, 6, 2, 5
10, 1, 9, 6, 4, 11, 3
10, 2, 6, 1, 6, 9, 5
10, 2, 6, 1, 6, 10, 5
10, 2, 6, 9, 1, 7, 3
10, 2, 6, 9, 1, 8, 3
10, 2, 9, 1, 6, 1, 5
10, 2, 9, 1, 6, 2, 5
10, 2, 9, 6, 1, 5, 2
10, 2, 9, 6, 1, 6, 2
10, 5, 1, 6, 1, 9, 5
10, 5, 1, 9, 4, 8, 2
10, 5, 4, 6, 1, 7, 2
10, 5, 4, 9, 6, 2, 8
10, 5, 9, 1, 9, 2, 5
10, 5, 9, 4, 7, 12, 8
10, 5, 9, 6, 1, 9, 2
10, 5, 9, 6, 1, 10, 2
10, 6, 1, 7, 12, 5, 2
10, 6, 1, 9, 1, 10, 5
10, 6, 9, 1, 9, 2, 5
10, 6, 9, 6, 4, 5, 3
1, 5, 1, 9, 2, 10, 2, 6
1, 5, 2, 5, 9, 6, 10, 6
1, 5, 2, 5, 10, 1, 9, 6
1, 5, 2, 5, 11, 6, 4, 12
1, 5, 2, 6, 2, 10, 7, 9
1, 5, 2, 6, 9, 4, 10, 5
1, 5, 2, 9, 8, 2, 12, 7
1, 5, 2, 10, 3, 6, 9, 7
1, 5, 2, 10, 4, 9, 8, 12
1, 5, 4, 9, 8, 10, 2, 12
1, 5, 10, 1, 8, 2, 9, 6
1, 5, 10, 1, 9, 6, 2, 11
1, 5, 10, 2, 11, 6, 4, 12
1, 5, 10, 3, 6, 4, 8, 9
1, 5, 10, 5, 9, 6, 2, 6
1, 5, 10, 6, 2, 10, 1, 9
1, 6, 1, 5, 2, 10, 2, 9
1, 6, 1, 5, 2, 12, 2, 11
1, 6, 1, 5, 10, 8, 2, 9
1, 6, 1, 7, 2, 11, 5, 10
1, 6, 1, 9, 5, 10, 2, 5
1, 6, 1, 10, 2, 9, 2, 5
1, 6, 1, 10, 2, 11, 2, 7
1, 6, 1, 11, 2, 5, 2, 7
1, 6, 1, 12, 2, 5, 2, 8
1, 6, 2, 5, 2, 10, 1, 9
1, 6, 2, 5, 2, 12, 1, 11
1, 6, 2, 5, 9, 8, 2, 7
1, 6, 2, 5, 10, 2, 9, 6
1, 6, 2, 6, 9, 3, 10, 5
1, 6, 2, 10, 4, 11, 3, 9
1, 6, 2, 10, 5, 2, 9, 6
1, 6, 2, 10, 8, 9, 1, 5
1, 6, 4, 9, 2, 10, 5, 11
1, 6, 9, 1, 5, 2, 5, 10
1, 6, 9, 2, 5, 10, 5, 9
1, 6, 9, 2, 10, 2, 5, 9
1, 6, 9, 2, 10, 4, 5, 11
1, 6, 9, 5, 2, 5, 3, 6
1, 6, 9, 5, 3, 12, 2, 8
1, 6, 9, 5, 10, 8, 11, 7
1, 6, 9, 6, 10, 5, 2, 5
1, 6, 10, 2, 5, 2, 6, 9
1, 6, 10, 2, 9, 5, 2, 6
1, 6, 10, 4, 6, 11, 3, 5
1, 6, 10, 5, 2, 5, 4, 6
1, 6, 10, 5, 9, 5, 2, 12
1, 6, 10, 6, 9, 5, 2, 11
1, 9, 1, 5, 10, 8, 2, 12
1, 9, 1, 7, 10, 8, 2, 10
1, 9, 1, 10, 2, 5, 10, 6
1, 9, 1, 10, 2, 6, 2, 5
1, 9, 1, 12, 2, 5, 10, 8
1, 9, 2, 5, 2, 6, 1, 10
1, 9, 2, 5, 2, 8, 1, 12
1, 9, 2, 5, 9, 3, 10, 6
1, 9, 2, 5, 10, 5, 9, 6
1, 9, 2, 6, 12, 2, 11, 5
1, 9, 2, 10, 2, 5, 9, 6
1, 9, 2, 10, 2, 7, 9, 8
1, 9, 2, 10, 6, 2, 5, 9
1, 9, 4, 10, 2, 9, 3, 10
1, 9, 5, 1, 12, 2, 10, 8
1, 9, 5, 2, 5, 3, 6, 12
1, 9, 5, 2, 10, 5, 1, 6
1, 9, 5, 2, 12, 5, 3, 6
1, 9, 5, 10, 2, 5, 1, 6
1, 9, 5, 10, 6, 10, 2, 9
1, 9, 6, 2, 10, 5, 2, 9
1, 9, 6, 2, 11, 1, 5, 10
1, 9, 6, 10, 2, 6, 11, 5
1, 9, 6, 10, 2, 8, 11, 7
1, 10, 1, 6, 11, 5, 2, 9
1, 10, 1, 9, 2, 5, 2, 6
1, 10, 2, 5, 10, 6, 1, 9
1, 10, 2, 6, 2, 5, 1, 9
1, 10, 2, 9, 2, 5, 1, 6
1, 10, 2, 10, 5, 9, 4, 6
1, 10, 5, 9, 2, 11, 4, 12
1, 10, 8, 9, 2, 5, 9, 6
2, 5, 1, 5, 10, 6, 9, 6
2, 5, 1, 6, 1, 9, 5, 10
2, 5, 1, 6, 1, 10, 2, 9
2, 5, 1, 6, 9, 6, 10, 5
2, 5, 1, 6, 10, 1, 9, 5
2, 5, 1, 9, 1, 10, 2, 6
2, 5, 1, 9, 1, 12, 2, 8
2, 5, 1, 9, 5, 4, 6, 10
2, 5, 2, 6, 1, 9, 6, 10
2, 5, 2, 6, 1, 10, 1, 9
2, 5, 2, 6, 12, 7, 1, 11
2, 5, 2, 8, 1, 6, 1, 12
2, 5, 2, 8, 1, 9, 6, 12
2, 5, 2, 9, 1, 6, 1, 8
2, 5, 2, 9, 6, 10, 1, 6
2, 5, 2, 9, 6, 12, 1, 8
2, 5, 2, 10, 1, 7, 9, 6
2, 5, 2, 11, 6, 12, 1, 6
2, 5, 9, 1, 6, 12, 8, 11
2, 5, 9, 1, 8, 9, 4, 10
2, 5, 9, 1, 9, 4, 10, 8
2, 5, 9, 2, 8, 1, 6, 12
2, 5, 9, 6, 1, 12, 8, 11
2, 5, 9, 6, 10, 6, 1, 5
2, 5, 10, 1, 6, 9, 1, 5
2, 5, 10, 1, 6, 11, 1, 7
2, 5, 10, 1, 9, 6, 1, 5
2, 5, 10, 2, 9, 6, 1, 6
2, 5, 10, 5, 9, 6, 1, 9
2, 5, 10, 6, 1, 9, 1, 10
2, 5, 10, 6, 1, 10, 7, 9
2, 5, 10, 6, 9, 6, 1, 10
2, 6, 1, 5, 1, 9, 2, 10
2, 6, 1, 5, 10, 5, 9, 6
2, 6, 1, 6, 9, 5, 3, 10
2, 6, 1, 6, 9, 5, 10, 5
2, 6, 1, 6, 11, 5, 12, 5
2, 6, 1, 9, 6, 10, 2, 5
2, 6, 1, 9, 8, 10, 7, 10
2, 6, 1, 10, 1, 9, 2, 5
2, 6, 2, 5, 1, 9, 1, 10
2, 6, 2, 10, 7, 9, 1, 5
2, 6, 9, 1, 5, 3, 12, 8
2, 6, 9, 1, 6, 10, 2, 5
2, 6, 9, 3, 6, 12, 5, 10
2, 6, 9, 3, 10, 5, 1, 6
2, 6, 9, 5, 1, 7, 3, 8
2, 6, 9, 6, 10, 5, 1, 10
2, 9, 1, 5, 9, 6, 2, 10
2, 9, 1, 6, 1, 5, 2, 10
2, 9, 1, 9, 7, 10, 3, 8
2, 9, 1, 10, 1, 6, 11, 5
2, 9, 2, 5, 1, 6, 1, 10
2, 9, 2, 10, 1, 6, 12, 5
2, 9, 6, 2, 12, 1, 5, 10
2, 9, 6, 10, 1, 6, 2, 5
2, 10, 1, 5, 2, 9, 1, 6
2, 10, 1, 6, 1, 7, 2, 5
2, 10, 1, 6, 3, 7, 4, 5
2, 10, 1, 6, 9, 1, 5, 10
2, 10, 1, 6, 9, 3, 5, 12
2, 10, 1, 9, 1, 5, 10, 6
2, 10, 1, 9, 1, 6, 2, 5
2, 10, 1, 9, 5, 9, 6, 10
2, 10, 2, 5, 9, 6, 1, 9
2, 10, 2, 6, 1, 5, 1, 9
2, 10, 2, 6, 1, 7, 1, 11
2, 10, 2, 9, 1, 5, 9, 6
2, 10, 2, 9, 1, 6, 1, 5
2, 10, 2, 11, 1, 6, 1, 7
2, 10, 5, 1, 6, 1, 9, 5
2, 10, 5, 1, 6, 3, 9, 7
2, 10, 5, 9, 1, 9, 4, 10
2, 10, 5, 9, 1, 10, 6, 9
2, 10, 6, 1, 5, 9, 1, 10
2, 10, 6, 1, 7, 9, 3, 10
2, 10, 6, 1, 12, 7, 11, 5
2, 10, 6, 2, 5, 9, 1, 9
2, 10, 6, 9, 1, 9, 3, 10
2, 10, 6, 9, 5, 9, 1, 8
5, 1, 5, 2, 6, 12, 6, 11
5, 1, 5, 10, 6, 9, 6, 2
5, 1, 6, 1, 9, 5, 2, 10
5, 1, 6, 1, 10, 2, 9, 2
5, 1, 6, 2, 6, 9, 3, 10
5, 1, 6, 9, 5, 2, 6, 10
5, 1, 6, 9, 6, 10, 5, 2
5, 1, 9, 1, 10, 2, 6, 2
5, 1, 9, 2, 6, 9, 5, 10
5, 1, 9, 6, 10, 2, 6, 11
5, 2, 5, 1, 9, 4, 6, 10
5, 2, 5, 12, 6, 1, 6, 3
5, 2, 6, 1, 10, 1, 9, 2
5, 2, 9, 6, 10, 1, 6, 2
5, 2, 10, 1, 9, 1, 6, 2
5, 2, 10, 6, 1, 9, 1, 10
5, 9, 1, 6, 9, 2, 10, 2
5, 9, 1, 9, 4, 10, 2, 10
5, 9, 1, 10, 6, 9, 2, 10
5, 9, 2, 8, 1, 6, 12, 2
5, 9, 2, 10, 6, 12, 7, 11
5, 9, 6, 2, 6, 1, 5, 10
5, 10, 1, 6, 11, 1, 7, 2
5, 10, 6, 1, 11, 1, 12, 2
6, 1, 5, 2, 9, 5, 10, 1
6, 1, 6, 2, 10, 5, 2, 9
6, 1, 7, 2, 10, 3, 5, 4
6, 1, 9, 2, 10, 2, 5, 9
6, 1, 9, 5, 10, 2, 5, 1
6, 1, 10, 2, 9, 2, 5, 1
6, 2, 5, 1, 5, 10, 6, 9
6, 2, 5, 2, 9, 6, 10, 1
6, 2, 5, 2, 10, 1, 7, 9
6, 2, 5, 10, 1, 7, 2, 9
6, 2, 5, 10, 2, 9, 6, 1
6, 2, 6, 1, 5, 10, 5, 9
6, 2, 6, 9, 3, 10, 5, 1
6, 2, 10, 2, 9, 1, 5, 9
6, 2, 10, 5, 1, 7, 11, 4
6, 2, 10, 7, 2, 11, 1, 9
6, 9, 2, 10, 1, 10, 5, 4
6, 9, 5, 2, 7, 3, 8, 1
6, 10, 1, 6, 2, 5, 2, 9
6, 10, 1, 9, 5, 2, 5, 1
6, 10, 2, 5, 2, 6, 1, 9
6, 10, 2, 6, 11, 5, 1, 9
6, 10, 2, 11, 5, 1, 9, 4
6, 10, 5, 1, 11, 5, 4, 12
